grid_id,cell_ix,cell_iy,lon_center,lat_center,n_observation_points,n_observation_days,n_devices_observed,valid_distance_m,valid_distance_km,is_effective_coverage,n_unique_litter_events,n_detection_days,normalized_intensity_per_km,recurrence_ratio,metric_status,period_label,period_start,period_end
4838_4589,4838,4589,139.9980920822784,39.99646001803976,12,3,1,60.99736778366406,0.060997367783664,False,1,3,,1.0,not_effective,period1,2001-01-01,2001-01-31
4838_4590,4838,4590,139.99816638343972,39.99735631959839,12,3,1,121.99473210121324,0.1219947321012132,False,0,0,,0.0,not_effective,period1,2001-01-01,2001-01-31
4838_4591,4838,4591,139.99824068792924,39.99825262090296,15,3,1,91.4960013085084,0.0914960013085083,False,1,3,,1.0,not_effective,period1,2001-01-01,2001-01-31
4838_4592,4838,4592,139.99831499574702,39.999148921953456,9,3,1,91.49599871644082,0.0914959987164408,False,0,0,,0.0,not_effective,period1,2001-01-01,2001-01-31
4839_4593,4839,4593,139.9995547342829,39.99998806490623,144,8,3,15509.866434377069,15.509866434377068,True,1,8,0.06447508779208669,1.0,effective,period1,2001-01-01,2001-01-31
4839_4594,4839,4594,139.9996290638461,40.00088436364448,72,8,3,487.8514058279926,0.4878514058279926,True,1,8,2.0498044856564,1.0,effective,period1,2001-01-01,2001-01-31
4839_4595,4839,4595,139.99970339673882,40.0017806621286,180,8,3,1463.9887838092934,1.463988783809293,True,2,2,1.3661306849605828,0.25,effective,period1,2001-01-01,2001-01-31
4839_4597,4839,4597,139.9998520725133,40.00357325833436,192,8,3,1464.0802481609333,1.4640802481609332,True,1,8,0.6830226698680788,1.0,effective,period1,2001-01-01,2001-01-31
4839_4599,4839,4599,140.0000007616078,40.00536585352347,171,8,3,1464.3974061309182,1.4643974061309182,True,1,1,0.6828747413873795,0.125,effective,period1,2001-01-01,2001-01-31
4840_4593,4840,4593,140.0007201583431,39.99993089541065,24,8,3,0.0,0.0,True,1,8,,1.0,div_zero,period1,2001-01-01,2001-01-31
4840_4595,4840,4595,140.0008688509759,40.00172348902411,6,2,3,0.0,0.0,False,1,2,,1.0,not_effective,period1,2001-01-01,2001-01-31
4840_4599,4840,4599,140.00116627620667,40.00530867320058,147,8,3,1220.2276624271967,1.2202276624271968,True,1,1,0.8195192018601395,0.125,effective,period1,2001-01-01,2001-01-31
4841_4593,4841,4593,140.00188557907336,39.99987371426327,144,8,3,731.0610331286426,0.7310610331286427,True,2,8,2.735749697177562,1.0,effective,period1,2001-01-01,2001-01-31
4841_4594,4841,4594,140.00195993881263,40.00077000939229,96,8,3,733.1969745624097,0.7331969745624096,True,1,8,1.363889970490979,1.0,effective,period1,2001-01-01,2001-01-31
4841_4595,4841,4595,140.0020343018827,40.00166630426708,162,8,3,1220.5609747844137,1.2205609747844135,True,3,2,2.457886219514668,0.25,effective,period1,2001-01-01,2001-01-31
4841_4596,4841,4596,140.0021086682838,40.002562598887614,24,8,3,244.0402421293395,0.2440402421293395,True,0,0,0.0,0.0,effective,period1,2001-01-01,2001-01-31
4841_4597,4841,4597,140.002183038016,40.00345889325392,192,8,3,1463.7641916104656,1.4637641916104656,True,1,8,0.6831701483964968,1.0,effective,period1,2001-01-01,2001-01-31
4841_4599,4841,4599,140.00233178747456,40.005251481223695,24,8,3,243.1867992662752,0.2431867992662751,True,0,0,0.0,0.0,effective,period1,2001-01-01,2001-01-31
4842_4593,4842,4593,140.00305099647295,39.99981652146418,96,8,3,488.1439954136098,0.4881439954136098,True,1,8,2.04857584933046,1.0,effective,period1,2001-01-01,2001-01-31
4842_4594,4842,4594,140.00312537129997,40.00071281478802,120,8,3,975.4156187054202,0.9754156187054204,True,1,8,1.0252040061929788,1.0,effective,period1,2001-01-01,2001-01-31
4842_4595,4842,4595,140.0031997494585,40.00160910785761,132,8,3,976.5065086589586,0.9765065086589586,True,2,2,2.04811742908566,0.25,effective,period1,2001-01-01,2001-01-31
4842_4596,4842,4596,140.00327413094868,40.00250540067289,54,8,3,487.05058853933673,0.4870505885393367,True,1,2,2.053174810852805,0.25,effective,period1,2001-01-01,2001-01-31
4842_4597,4842,4597,140.00334851577068,40.00340169323387,192,8,3,1464.4160460368448,1.4644160460368447,True,1,8,0.6828660493759982,1.0,effective,period1,2001-01-01,2001-01-31
4842_4599,4842,4599,140.0034972954108,40.00519427759292,171,8,3,1464.6442544245824,1.4646442544245823,True,1,1,0.6827596510067709,0.125,effective,period1,2001-01-01,2001-01-31
4843_4593,4843,4593,140.0042164105412,39.99975931701347,24,8,3,0.0,0.0,True,1,8,,1.0,div_zero,period1,2001-01-01,2001-01-31
4843_4595,4843,4595,140.00436519370265,40.001551899795786,24,8,3,0.0,0.0,True,0,0,,0.0,div_zero,period1,2001-01-01,2001-01-31
4843_4597,4843,4597,140.00451399019337,40.00334448156077,168,8,3,1220.2546326959175,1.2202546326959178,True,1,8,0.8195010887118637,1.0,effective,period1,2001-01-01,2001-01-31
4843_4598,4843,4598,140.00458839343764,40.00424077206173,24,8,3,243.15636586924532,0.2431563658692453,True,0,0,0.0,0.0,effective,period1,2001-01-01,2001-01-31
4843_4599,4843,4599,140.00466280001473,40.00513706230833,171,8,3,1464.4193994442176,1.4644193994442176,True,1,1,0.6828644856654618,0.125,effective,period1,2001-01-01,2001-01-31
4844_4593,4844,4593,140.0053818212775,39.99970210091124,96,8,3,244.21092676006907,0.244210926760069,True,2,8,8.18964174344643,1.0,effective,period1,2001-01-01,2001-01-31
4844_4594,4844,4594,140.00545622627956,40.00059839062367,144,8,3,1219.6466660624487,1.2196466660624488,True,1,8,0.8199095917085856,1.0,effective,period1,2001-01-01,2001-01-31
4844_4595,4844,4595,140.00553063461447,40.00149468008173,84,8,3,731.3069523392202,0.7313069523392202,True,2,2,2.7348297368193086,0.25,effective,period1,2001-01-01,2001-01-31
4844_4596,4844,4596,140.00560504628237,40.00239096928539,78,8,3,730.7204980321903,0.7307204980321903,True,1,2,1.368512314479985,0.25,effective,period1,2001-01-01,2001-01-31
